County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Edmonson	KY	40	16.3	4.4	-1111.1	1261	1087
Elliott	KY	30	21.8	4.4	-1111.1	749	664
Estill	KY	59	21.1	6.4	19.7	1909	1705
Fayette	KY	942	13	6.1	10	11105	6005
Fleming	KY	42	16.8	3.2	12.4	1729	1450
Floyd	KY	107	24.1	5.9	14.7	2722	2410
Franklin	KY	229	10.9	8.6	16.5	3021	2337
Fulton	KY	35	20.7	8.9	18.3	979	1158
Gallatin	KY	82	15.2	2	25.5	1089	722
Garrard	KY	72	13.8	9.2	14.2	1671	1350
Grant	KY	95	12.5	5.6	12.1	3524	1784
Graves	KY	68	15	7	14	2423	2296
Grayson	KY	50	16.1	5.9	18	3056	2577
Green	KY	40	17.1	5.4	11.2	1248	1294
Greenup	KY	107	14.6	8.8	7.1	2047	2016
Hancock	KY	46	11.1	3.8	-1111.1	1145	691
Hardin	KY	154	11.3	7.8	10.2	7338	3403
Harlan	KY	68	26.6	7.4	14.4	2039	2177
Harrison	KY	60	12.7	8.9	12.2	2229	1950
Hart	KY	44	19.4	5.9	14.5	2249	1855
Henderson	KY	104	13.3	8	13.7	2996	2261
Henry	KY	55	12.8	5.5	15.1	2044	1549
Hickman	KY	21	14.7		-1111.1	553	724
Hopkins	KY	85	15.3	5.5	14	2909	2773
Jackson	KY	39	22.7	2.6	15.3	1699	1391
Jefferson	KY	1817	13.3	6.6	12.7	29266	21413
Jessamine	KY	251	12.2	3.2	6.1	2777	1505
Johnson	KY	92	21	8.7	10.8	3059	2538
Kenton	KY	949	10.7	8.8	13.8	7021	4007
Knott	KY	50	23.7	6.9	9.2	1955	1639
Knox	KY	83	26.3	9.7	15.5	2265	1740
Larue	KY	52	14.4	13.9	10.8	1596	1410
Laurel	KY	129	18.7	7	15.4	3864	2508
Lawrence	KY	39	22.6	4.9	14.1	1818	1710
Lee	KY	37	26.5	7.6	26.4	888	947
Leslie	KY	30	25.6	9.5	16.1	1543	1258
Letcher	KY	72	21.8	10.2	18.5	1468	1486
Lewis	KY	29	23.7	7.6	16.2	1783	1470
Lincoln	KY	75	17.5	5.8	9.4	3076	2351
Livingston	KY	31	11.6	5.9	13.4	939	1133
Logan	KY	49	14.9	6.7	12	1792	1427
Lyon	KY	38	13	7.5	-1111.1	584	940
McCracken	KY	258	15.4	7.3	18.9	4102	3842
McCreary	KY	40	27.3	10.8	14.9	2376	1779
McLean	KY	39	13.9	10.7	15.7	1221	1200
Madison	KY	176	15	6.2	6.7	4840	2723
Magoffin	KY	44	26.8	4.8	12.5	1856	1304
Marion	KY	55	15.7	5.4	13.9	2447	1731
Marshall	KY	102	10.9	4	16.7	1519	1801
Martin	KY	53	26.7	9.9	7.9	1816	1145
Mason	KY	71	15.9	10.6	10.6	2191	2108
Meade	KY	92	10.9	5.8	14.3	1540	837
Menifee	KY	33	22	7.1	-1111.1	755	592
Mercer	KY	86	12.7	7.4	17	2737	2223
Metcalfe	KY	35	19.4	7	-1111.1	1278	1192
Monroe	KY	35	20.2	4.6	18.2	1464	1473
Montgomery	KY	122	14.5	8.7	12.4	3120	2229
Morgan	KY	38	24.5	5.9	11.9	1483	1191
Muhlenberg	KY	66	17.3	5.7	13.1	1929	1950
Nelson	KY	97	11.8	3.3	16	2697	1549
Nicholas	KY	36	14.3	3.6	-1111.1	934	820
Ohio	KY	40	16.2	6.7	14.2	2820	2650
Oldham	KY	283	5.9	5.9	8.8	2717	1285
Owen	KY	32	14.7	9.9	11.6	1216	1071
Owsley	KY	24	31.9	3.6	29.3	633	706
Pendleton	KY	54	12	9	16.7	1846	1221
Perry	KY	86	23.3	6.3	11	2067	1697
Pike	KY	85	20.7	7.5	12	3854	3915
Powell	KY	76	20.9	10	10.1	1864	1235
Pulaski	KY	89	17.1	5.4	14	3690	3158
Robertson	KY	23	17.3		-1111.1	248	295
Rockcastle	KY	53	19.5	7.9	16.3	1973	1747
Rowan	KY	79	18.7	4	11.3	2518	1685
Russell	KY	67	19.8	5.2	15.9	1918	1854
Scott	KY	138	10	6	14.6	2668	1199
Shelby	KY	99	10	5.3	7.9	2441	1430
Simpson	KY	72	13.1	8.9	14.9	2262	1693
Spencer	KY	84	8.3	5	11.6	1518	824
Taylor	KY	88	16.6	6.7	19.5	2799	2458
Todd	KY	32	16.5	6.5	11.7	1696	1368
Trigg	KY	30	12.1	6.6	11.3	1333	1442
Trimble	KY	61	12.7	5.4	20.8	1021	719
Union	KY	45	14.1	9	16.1	1966	1676
Warren	KY	182	15.2	6.2	14	6295	3893
Washington	KY	38	14	5.7	13	1349	1193
Wayne	KY	44	22.6	8.6	14.7	2428	2010
Webster	KY	42	13.8	6.1	12.8	1797	1648
Whitley	KY	86	23.1	7.8	18.1	2554	2123
Wolfe	KY	32	27.6	10.4	27.4	1085	890
Woodford	KY	127	9.1	6.8	10	2946	1807
Acadia	LA	91	19.9	10.2	11.1	4628	3026
Allen	LA	33	20.5	6.3	10.1	3331	2336
Ascension	LA	310	11.4	7.2	10.4	6780	2595
Assumption	LA	68	17.9	12.7	10.8	3071	1956
Avoyelles	LA	51	23	7.9	15.2	3148	2440
Beauregard	LA	30	15.3	6.5	14.1	2169	1555
Bienville	LA	19	20.6	7.3	7.5	2003	2180
Bossier	LA	126	13.4	7.6	12.3	7655	3992
Caddo	LA	285	19.7	13.3	10	11001	8038
Calcasieu	LA	173	16.3	10.5	13	8229	5219
Caldwell	LA	20	19	9.4	9.1	1291	1244
Cameron	LA	7	11.8	8.4	-1111.1	1084	718
Catahoula	LA	15	22.4	11	-1111.1	1401	1223
Claiborne	LA	22	22.3	12.2	12.1	1865	2085
Concordia	LA	28	23.9	9.2	8.9	3051	2171
De Soto	LA	30	19.1	12.5	-1111.1	1839	1477
East Baton Rouge	LA	903	16.4	10.2	10	17566	10081
East Carroll	LA	21	33.9	6.4	12.7	1587	1076
East Feliciana	LA	46	17.7	10.1	7.9	2884	2120
Evangeline	LA	54	24.2	9.3	17.5	2571	1952
Franklin	LA	33	24.2	12	9.2	3239	2779
Grant	LA	30	18.2	7.6	13	2610	1981
Iberia	LA	129	19.7	10.4	11	5889	3285
Iberville	LA	52	20.4	8	-1111.1	2364	1596
Jackson	LA	27	16.9	5.4	10.2	2061	1987
Jefferson	LA	1477	15.7	8.7	12.8	18691	12532
Jefferson Davis	LA	48	17.6	4.9	8.7	2453	1676
Lafayette	LA	732	15.6	9.5	10.3	8771	4290
Lafourche	LA	85	15.3	11	10.6	6079	3641
La Salle	LA	23	17.3	6.5	10.1	1849	1708
Lincoln	LA	89	21.1	8.1	7.8	2731	1663
Livingston	LA	169	11.9	7.7	14.1	7438	3433
Madison	LA	20	28.5	10.3	10	2387	1545
Morehouse	LA	38	23.3	14	12.1	2282	1871
Natchitoches	LA	31	22.1	11.8	12.9	2960	1919
Orleans	LA	2519	25.5	11.7	9.4	21237	15084
Ouachita	LA	243	19.6	10.4	10.2	6754	4134
Plaquemines	LA	34	15.3	5.9	10.5	2023	1098
Pointe Coupee	LA	40	18.5	8.4	11.5	3351	2341
Rapides	LA	97	19.2	14	11	5646	4134
Red River	LA	24	22.3	6.4	-1111.1	1418	1154
Richland	LA	37	23.4	14	9.3	3256	2613
Sabine	LA	27	17.9	10.2	13.8	3144	2747
St. Bernard	LA	141	14.2	8.1	11.5	4222	3761
St. Charles	LA	179	12.5	5.9	13.4	3400	1681
St. Helena	LA	25	21.4	7.9	15.9	1136	967
St. James	LA	86	16.1	11.3	6	3272	1817
St. John the Baptist	LA	212	15.7	9.2	9.2	3481	1557
St. Landry	LA	97	22.9	10.8	13	6854	4523
St. Martin	LA	68	20.1	9.7	12.7	3711	2019
St. Mary	LA	84	20.2	10.1	10.4	4053	2474
St. Tammany	LA	258	10.5	6.2	14.3	8385	4621
Tangipahoa	LA	135	20.8	7.4	11.9	7959	4828
Tensas	LA	10	28.7	6.8	-1111.1	988	876
Terrebonne	LA	86	16.8	9.6	10.5	5078	2491
Union	LA	26	17.5	9.2	9.2	3111	2710
Vermilion	LA	47	18.4	9.6	12.2	4049	2664
Vernon	LA	37	15.3	5.3	12.8	5057	1762
Washington	LA	67	23.3	10.1	10	3266	2723
Webster	LA	69	17.9	11.4	13.8	2708	2755
West Baton Rouge	LA	113	15.4	9.5	9	3185	1683
West Carroll	LA	33	18.9	6.6	8.2	1505	1523
West Feliciana	LA	37	18.4	6.5	11	1227	883
Winn	LA	17	21.1	10.5	8.9	2136	2016
Androscoggin	ME	230	11.5	4.1	8.2	3862	3170
Aroostook	ME	11	14.3	4.9	11	3492	4242
Cumberland	ME	329	8.4	4.8	9.8	9013	7264
Franklin	ME	17	12.6	5.1	13.1	1376	1363
Hancock	ME	34	9.9	4.4	9.8	2489	2758
Kennebec	ME	139	11.3	4.6	13.1	3706	3480
Knox	ME	113	10.5	4.7	18.2	2330	2267
Lincoln	ME	77	9.8	4.2	9.5	1437	1841
Oxford	ME	27	11.8	5.3	14.9	2619	2978
Penobscot	ME	43	12.5	5.6	13.7	4643	4048
Piscataquis	ME	4	13	6.8	12.7	1639	2168
Sagadahoc	ME	146	8.3	1.5	12.6	2066	1469
Somerset	ME	13	14.3	4.4	14.7	2748	2578
Waldo	ME	53	12.4	7	13.1	2008	1692
Washington	ME	13	16.1	3.9	14.9	1773	2142
York	ME	204	8.3	5.4	10.3	6330	4840
Allegany	MD	173	13.5	8	9.7	3752	4598
Anne Arundel	MD	1228	6.2	6.7	9.2	19893	10819
Baltimore	MD	1313	7.6	8.4	8.9	26388	23035
Calvert	MD	409	5.3	5.3	8.5	5060	2540
Caroline	MD	99	10.6	10.5	16.4	1996	1601
Carroll	MD	375	5	4.9	10.7	6075	3751
Cecil	MD	281	7.7	8	12.7	5895	3587
Charles	MD	301	6.9	6.7	12	5229	2444
Dorchester	MD	56	13.6	8.6	12.1	1628	2000
Frederick	MD	333	5.6	4.7	11.8	8664	4139
Garrett	MD	46	12.5	8.8	11.4	1595	1504
Harford	MD	543	6.4	4.6	11.5	8568	4779
Howard	MD	1069	4.7	5.8	6.9	10701	3650
Kent	MD	71	10.8	11.1	13.3	2022	2319
Montgomery	MD	1872	6.4	5.6	5.6	40256	15815
Prince George's	MD	1743	9.4	11.9	7.6	37078	16258
Queen Anne's	MD	123	6	5.5	10.6	2354	1735
St. Mary's	MD	267	7.4	7.7	11.1	6642	2950
Somerset	MD	79	19.2	11.3	8.3	2479	2708
Talbot	MD	133	8.3	6.2	12.1	1763	2030
Washington	MD	310	9.8	6.4	11.6	4990	3959
Wicomico	MD	240	11.5	8.8	11.3	5800	4040
Worcester	MD	103	9.8	6.5	11.2	2475	2746
Baltimore City	MD	7869	19.6	11.1	8.2	28958	24321
Barnstable	MA	573	7.3	5.3	8.5	6050	8317
Berkshire	MA	142	10.2	4.8	9.2	3737	4753
Bristol	MA	983	10.4	5.5	6	19985	15686
Dukes	MA	150	6.4	2.8	9.9	1564	1278
Essex	MA	1475	9.7	4.9	6.4	28807	19822
Franklin	MA	103	8.8	2	8.9	3471	3266
Hampden	MA	746	14.4	5.8	7.9	17230	13905
Hampshire	MA	290	9.3	4.1	5.3	3907	3579
Middlesex	MA	1772	7.6	4.1	6.1	56097	34724
Nantucket	MA	213	5.1	11.6	-1111.1	1210	681
Norfolk	MA	1636	5.5	3.7	6	24882	17361
Plymouth	MA	745	7.8	4.5	7.7	19161	12350
Suffolk	MA	11183	15.9	6.1	5.7	28649	16317
Worcester	MA	518	9.4	5.5	6.8	30438	20673
Alcona	MI	17	11.9	6.7	19.7	850	1735
Alger	MI	11	10.1	7.7	14.1	857	1072
Allegan	MI	137	8.4	8.5	10.8	4349	2506
Alpena	MI	53	11.7	6.3	17.3	1578	1740
Antrim	MI	51	9.1	6.9	7.6	2423	2325
Arenac	MI	47	13.5	7.1	13.6	1750	1868
Baraga	MI	10	11.2	4.8	13.9	928	1128
Barry	MI	108	7.3	5.6	13.1	3599	2334
Bay	MI	245	10.6	6	11.7	3865	3314
Benzie	MI	55	7.8	4.2	11.6	1800	1591
Berrien	MI	285	12.3	10	11.1	6301	4800
Branch	MI	92	11.2	8.5	8.6	2957	2047
Calhoun	MI	196	11.6	9.8	11.9	5720	4355
Cass	MI	106	10.8	5.2	14.5	2713	2374
Charlevoix	MI	64	8.7	7.4	12.1	3143	2305
Cheboygan	MI	38	11.5	6	11.7	2760	2821
Chippewa	MI	25	13	6.3	13.5	1920	1554
Clare	MI	56	14.6	11.7	19.1	1713	1886
Clinton	MI	121	5.6	6.9	10	3925	2348
Crawford	MI	27	12.5	15.2	20	1475	1451
Delta	MI	33	10.4	9	13.4	2105	2068
Dickinson	MI	37	9.2	4.3	13.6	1392	1593
Eaton	MI	186	7.8	5.3	9.6	3794	2383
Emmet	MI	72	8	6.8	6.8	1923	1476
Genesee	MI	694	13.3	11.4	11.3	18818	11873
Gladwin	MI	54	12.3	10.4	12.5	2772	2937
Gogebic	MI	15	13.3	8.3	15.9	1488	2617
Grand Traverse	MI	181	7.8	6.1	9.3	4757	3139
Gratiot	MI	74	11.3	6.1	7.6	2461	2149
Hillsdale	MI	79	10	8.5	11.1	3071	2211
Houghton	MI	35	13.5	5.5	11.2	1985	2024
Huron	MI	41	10.8	5	14.3	1805	2311
Ingham	MI	498	12.7	6.6	9.2	11046	5650
Ionia	MI	113	9.4	7	14	4138	2239
Iosco	MI	49	12.7	8	20	1249	1839
Iron	MI	11	11.6	3.3	17.3	1035	2184
Isabella	MI	114	13.2	9.1	11.6	3517	2020
Jackson	MI	232	10.9	7.9	11.8	6099	4480
Kalamazoo	MI	428	12	10.6	10.1	9405	5814
Kalkaska	MI	31	11.2	7.4	12.5	2082	1429
Kent	MI	697	10	8.3	8.5	27754	12128
Keweenaw	MI	4	9.4		-1111.1	202	256
Lake	MI	21	16.9	10.7	19.3	1138	1489
Lapeer	MI	143	7.4	5.8	10.9	5377	3100
Leelanau	MI	64	6.7	5.7	6	1969	1702
Lenawee	MI	136	8	5.6	11	6226	4410
Livingston	MI	319	4.4	4.8	10.1	6017	2883
Luce	MI	8	14.4	8.8	-1111.1	635	768
Mackinac	MI	11	9.8	8.8	10.6	1156	1361
Macomb	MI	1726	7.4	5.7	10.1	30497	21895
Manistee	MI	46	11.1	7.1	22.3	2495	2942
Marquette	MI	36	10.5	4.6	14.1	3051	3168
Mason	MI	59	11.3	9	16.9	1551	1624
Mecosta	MI	76	13.3	6.7	5	2401	1686
Menominee	MI	24	10.7	4.9	14.8	2731	2857
Midland	MI	161	9	7	9.7	5124	3115
Missaukee	MI	27	11.3	7.8	14	1706	1294
Monroe	MI	279	7.3	6.9	13.4	5368	3648
Montcalm	MI	90	10.5	7.6	13	4195	2758
Montmorency	MI	19	12.3	1.2	19.4	924	1485
Muskegon	MI	345	13.4	9.1	8.6	7116	4778
Newaygo	MI	59	11.7	5.1	12.7	3122	2146
Oakland	MI	1392	6.7	6.5	9.8	46556	27118
Oceana	MI	53	13.4	5.6	12.4	3546	2330
Ogemaw	MI	39	13.5	6.4	20.1	2273	2662
Ontonagon	MI	6	10.4	0	25	618	1158
Osceola	MI	42	12.5	6.9	14.3	2874	2213
Oscoda	MI	16	13.9	8.2	17.1	960	1082
Otsego	MI	48	8.8	4.4	12.2	2787	1909
Ottawa	MI	452	6.6	6.8	7.9	10667	4461
Presque Isle	MI	22	10.1	17.7	12.7	1313	1817
Roscommon	MI	50	13.1	9.2	14.9	2090	3496
Saginaw	MI	258	13.4	9.3	9.4	8065	6205
St. Clair	MI	237	8.7	7	11	6174	4424
St. Joseph	MI	125	11.5	7.4	11.9	4613	2921
Sanilac	MI	46	11.7	6.3	10.8	2716	2323
Schoolcraft	MI	7	11.7	9.9	18	916	1141
Shiawassee	MI	135	9.1	6.6	11	4513	3130
Tuscola	MI	72	9.8	7.5	13.6	3447	2631
Van Buren	MI	129	12.2	6.2	12.3	5132	3376
Washtenaw	MI	482	9.6	6.7	7.7	12621	5567
Wayne	MI	3254	16.5	11.2	10.3	88716	59647
Wexford	MI	56	11.3	7.6	11.9	1969	1518
Aitkin	MN	9	10.8	6.3	12.5	1408	1824
Anoka	MN	765	5.3	3.9	8.9	12928	4331
Becker	MN	24	11.1	7.8	12.3	1915	1613
Beltrami	MN	17	15.2	7.1	14.1	2952	1661
Benton	MN	94	7.3	5.1	8.4	2762	1541
Big Stone	MN	11	10.1		-1111.1	546	961
Blue Earth	MN	77	10.3	3.8	8.6	3394	2191
Brown	MN	43	7.1	4.2	-1111.1	1426	1382
Carlton	MN	40	8.1	7	16	1846	1578
Carver	MN	238	4	3.5	6.4	5764	1508
Cass	MN	14	11.7	6.5	15.8	1545	1493
Chippewa	MN	22	8.5	7.1	8.1	1432	1574
Chisago	MN	118	5.5	4.1	12.6	3389	1548
Clay	MN	52	9.9	7.3	12.4	3172	2031
Clearwater	MN	9	12.9	8.9	22.6	997	1094
Cook	MN	4	7.1		-1111.1	463	422
Cottonwood	MN	18	9.5	5.7	-1111.1	1369	1611
Crow Wing	MN	60	9.1	4.8	12.8	3512	2614
Dakota	MN	673	4.9	4.9	8.7	15864	5143
Dodge	MN	45	5.6	4.4	11.4	2521	1279
Douglas	MN	55	7.7	4.4	8.4	1803	1663
Faribault	MN	22	8.9	5.6	11.3	1589	2159
Fillmore	MN	25	8.5	6.7	9.9	2457	2560
Freeborn	MN	45	8.7	6.1	11.3	1961	1893
Goodhue	MN	60	6.1	4.2	12.2	2628	2255
Grant	MN	11	8.5	0	-1111.1	624	890
Hennepin	MN	2011	9.1	5.3	8.5	49101	23700
Houston	MN	36	7	6.8	7.8	2132	1841
Hubbard	MN	20	10.4	6	12.9	1836	1821
Isanti	MN	86	6.1	5.9	13.9	2035	1162
Itasca	MN	17	9.9	8.3	14.5	2287	2347
Jackson	MN	16	8	1.9	12.6	1147	1310
Kanabec	MN	31	9	5.5	10	1624	1276
Kandiyohi	MN	52	9.5	3.4	8.1	2677	1839
Kittson	MN	4	8.5		-1111.1	535	795
Koochiching	MN	4	10.5	9.3	9.9	1452	1632
Lac qui Parle	MN	10	8	1.5	-1111.1	752	1183
Lake	MN	5	7.7	7.6	-1111.1	1012	1290
Lake of the Woods	MN	3	8.3		-1111.1	396	437
Le Sueur	MN	61	6.5	3.5	13.5	3171	2182
Lincoln	MN	11	8.4	1.7	-1111.1	673	1040
Lyon	MN	34	8.7	6.4	10.2	3360	2345
McLeod	MN	74	6.1	8.1	6.2	2478	1487
Mahnomen	MN	9	15.1	7	-1111.1	788	571
Marshall	MN	6	8.5	8.9	-1111.1	1124	1083
Martin	MN	30	9.8	3.9	5.2	2330	2554
Meeker	MN	38	7.7	2.7	11.5	2801	2269
Mille Lacs	MN	45	8.7	5.7	8	2711	2447
Morrison	MN	29	9.4	7.9	15.3	2037	1502
Mower	MN	55	9.2	4.6	12	2610	2083
Murray	MN	13	7.5	6	-1111.1	925	1017
Nicollet	MN	68	7.5	1.6	7.6	1867	895
Nobles	MN	29	9.7	4.1	7.9	2973	1986
Norman	MN	8	9.8	4.1	-1111.1	831	1089
Olmsted	MN	207	6.8	6	8	5960	2356
Otter Tail	MN	29	9.6	4.8	14.6	2938	3291
Pennington	MN	22	9.5	6.4	12	1714	1486
Pine	MN	20	10.7	6.6	12.4	2865	2387
Pipestone	MN	20	8.8	6.8	-1111.1	1133	1299
Polk	MN	16	10.7	3.3	13.6	1801	1879
Pope	MN	17	8.3	4.1	7.1	1089	1535
Ramsey	MN	3177	10.7	5.6	9.1	22222	11712
Red Lake	MN	10	9	11.6	-1111.1	480	509
Redwood	MN	18	8.4	4.5	13.2	1991	2131
Renville	MN	17	9	5.5	7.4	2013	2201
Rice	MN	122	7.2	6.3	9.9	3471	2156
Rock	MN	20	7.6	8.6	11.9	1181	1200
Roseau	MN	10	6.4	6.2	13.3	2345	1385
St. Louis	MN	32	10.5	5.2	13.4	6155	6609
Scott	MN	336	3.8	2.8	9.6	8986	2024
Sherburne	MN	187	4.6	4.2	13.7	5704	1861
Sibley	MN	26	8	4.7	6.5	1876	1491
Stearns	MN	106	8	5.8	8.7	5340	2307
Steele	MN	83	6.8	5.9	7.3	2380	1430
Stevens	MN	17	8.6	10.9	-1111.1	1007	930
Swift	MN	15	9.2	2.7	10.5	1232	1325
Todd	MN	26	11.3	6	10	2785	2312
Traverse	MN	7	10.4		-1111.1	423	605
Wabasha	MN	42	6.3	8.7	6.7	2471	1949
Wadena	MN	26	11.9	3.4	13.2	1632	1862
Waseca	MN	46	8	4.6	-1111.1	2392	1720
Washington	MN	563	4.7	5.1	8.3	8599	3155
Watonwan	MN	26	8.8	6.1	-1111.1	1646	1264
Wilkin	MN	9	8.2	10.4	17	867	766
Winona	MN	79	9.7	6.5	8.4	2625	2082
Wright	MN	168	4.9	4	7.6	7932	2736
Yellow Medicine	MN	14	8.5	7.1	10.1	1259	1380
Adams	MS	70	22.3	10.1	12.2	2272	2104
Alcorn	MS	88	16.2	7.9	10.4	2276	2140
Amite	MS	18	18.5	7.6	11.4	1599	1411
Attala	MS	27	20	12.2	12.7	2604	2613
Benton	MS	19	20	13.2	-1111.1	1164	949
Bolivar	MS	44	27.3	12.5	7.4	3192	2140
Calhoun	MS	25	16.9	8.8	11	2044	1833
Carroll	MS	17	16.1	12.9	10.1	1029	930
Chickasaw	MS	38	17.6	10	8.3	3145	2000
Choctaw	MS	23	21.7	8.8	10.4	1143	960
Claiborne	MS	24	25.5	15.5	-1111.1	1727	1115
Clarke	MS	26	18.9	7.5	10.6	2367	1890
Clay	MS	52	20.6	12	9.3	3328	2299
Coahoma	MS	52	28.3	17	12	2827	1783
Copiah	MS	38	21.2	15.9	-1111.1	2136	1452
Covington	MS	49	19.3	13	10.9	2995	2074
DeSoto	MS	287	8.6	8.1	13.4	8850	4121
Forrest	MS	161	20.4	7.8	9.2	5392	3676
Franklin	MS	15	19.5	9.8	19.9	1133	978
George	MS	44	16.1	10.4	13.7	3317	1815
Greene	MS	18	19.8	7.2	7.6	1526	1090
Grenada	MS	54	18.5	10.8	11.5	3101	2876
Hancock	MS	98	15.7	7.7	20.3	2721	2261
Harrison	MS	334	16.5	8.8	18.1	8709	5319
Hinds	MS	287	20.5	12.5	9.7	11627	6266
Holmes	MS	28	32.2	13.8	7.9	3907	2565
Humphreys	MS	25	30.2	13.3	-1111.1	1996	1276
Issaquena	MS	5	29		-1111.1	220	147
Itawamba	MS	44	13.7	7.9	13.3	2699	2623
Jackson	MS	187	15	7.7	16.8	5470	3513
Jasper	MS	27	20.8	8.5	13.4	2736	1871
Jefferson	MS	18	27.9	13.6	11.3	1400	946
Jefferson Davis	MS	32	22.9	11.5	13.7	1971	1581
Jones	MS	95	18.7	8.6	7.7	4988	3490
Kemper	MS	13	19.9	11.5	14.4	1365	1065
Lafayette	MS	65	15.8	11.9	9.7	2265	1486
Lamar	MS	90	13.9	9.3	11.5	3119	1477
Lauderdale	MS	110	18.8	11.2	10.3	5897	4817
Lawrence	MS	31	17.5	9.1	7.7	1828	1404
Leake	MS	39	19.9	13.2	11.4	3343	2436
Lee	MS	175	14.1	9.9	12.2	6087	3668
Leflore	MS	62	29.4	15.5	10.5	3027	2077
Lincoln	MS	58	17.7	7	12	2295	2030
Lowndes	MS	119	19.2	11.4	11.8	4641	2592
Madison	MS	118	13.2	9.7	8.6	6088	4225
Marion	MS	47	21.7	4.8	9.1	1860	1659
Marshall	MS	50	19.1	14.6	7	2601	1780
Monroe	MS	49	16.3	10.9	8.5	2483	1977
Montgomery	MS	29	20.8	18.5	17.4	1678	1483
Neshoba	MS	52	18.6	9	-1111.1	2439	1575
Newton	MS	39	16.9	13.1	15	3281	2503
Noxubee	MS	18	26.8	22.6	-1111.1	2165	1285
Oktibbeha	MS	90	21.4	8.4	7.7	2728	1403
Panola	MS	52	20.9	9.5	10.8	2856	1750
Pearl River	MS	65	18.1	6.3	9.7	3347	2365
Perry	MS	19	18.3	4.8	-1111.1	1825	1169
Pike	MS	96	22.8	7.5	12.2	3209	2219
Pontotoc	MS	57	13.2	6.4	12.9	3634	2460
Prentiss	MS	62	15.2	10.3	14.8	3222	2307
Quitman	MS	23	27.3	8.5	-1111.1	1713	1187
Rankin	MS	170	10.4	8.6	11.9	5320	2482
Scott	MS	47	16	15.1	10.7	2250	1411
Sharkey	MS	14	29.4	4.9	-1111.1	1159	718
Simpson	MS	47	19.7	13.2	18.6	1974	1544
Smith	MS	25	16.4	9.7	11.3	2069	1663
Stone	MS	33	17.3	10.3	16.2	1940	1442
Sunflower	MS	47	30.3	18.4	10	2558	1648
Tallahatchie	MS	22	25.6	12.5	13.7	2191	1567
Tate	MS	66	15	11.9	11.4	3701	2383
Tippah	MS	46	15.7	11.4	8.6	3104	2580
Tishomingo	MS	45	13.9	6.3	18	2282	2573
Tunica	MS	23	22.4	16.6	17.6	1718	1000
Union	MS	64	12.8	8.6	11.2	3596	2567
Walthall	MS	38	22.3	11	18.5	2223	1693
Warren	MS	84	17.6	8.6	15.2	3940	2628
Washington	MS	82	28.4	11.7	7.3	5295	3331
Wayne	MS	26	20.6	10.9	6	3246	2051
Webster	MS	24	18.4	3.9	13.8	1391	1390
Wilkinson	MS	15	27.9	5.9	-1111.1	1319	1302
Winston	MS	33	20	9.7	14	2609	2235
Yalobusha	MS	29	19	6.8	14	1802	1561
Yazoo	MS	31	27	12.8	12.7	2195	1535
Adair	MO	43	15.9	5.2	11.8	2852	2275
Andrew	MO	39	8.3	3.8	13.1	1757	1581
Atchison	MO	11	11	1.8	-1111.1	618	910
Audrain	MO	37	13.6	7.9	16.9	3470	3068
Barry	MO	46	14.9	6.2	15.9	2403	1932
Barton	MO	22	12.8	5.7	14.3	1758	1400
Bates	MO	20	13	7.1	13.4	2060	2151
Benton	MO	27	14.6	8.6	17.1	1519	2425
Bollinger	MO	20	13.3	11.4	12.5	1386	1238
Boone	MO	209	11.7	6.7	12.3	5399	2603
Buchanan	MO	207	12.3	6.8	13.3	5601	4681
Butler	MO	59	17	14.9	14.6	2760	2682
Caldwell	MO	22	11.9	9.1	11.8	1096	1069
Callaway	MO	51	9.8	6.1	15.6	2458	1698
Camden	MO	60	11.7	6.3	9.7	1905	1948
Cape Girardeau	MO	123	11.2	7.1	8	4343	3403
Carroll	MO	15	12.8	5.5	20.3	1231	1433
Carter	MO	12	19.4	7	17.8	795	796
Cass	MO	135	7.4	5.4	11	5735	3603
Cedar	MO	30	15.8	7.3	14.1	1518	1983
Chariton	MO	11	10.9	4.3	-1111.1	767	1292
Christian	MO	119	9.3	4.1	16	4146	2134
Clark	MO	14	12.5	6.6	19.9	822	883
Clay	MO	510	6.6	5.7	12.9	8658	4285
Clinton	MO	49	8.6	5	14.6	2403	2113
Cole	MO	186	9	6.7	11.1	4628	3006
Cooper	MO	31	11.2	4.1	14	1895	1763
Crawford	MO	32	14.5	4.4	14.9	3049	2521
Dade	MO	16	13	6.4	15.4	877	1196
Dallas	MO	30	15.3	8.1	14.4	2053	1706
Daviess	MO	14	14.2	7.5	23.7	1172	1013
DeKalb	MO	29	13.5	6.2	10	1055	1198
Dent	MO	20	16	4.4	17.7	1770	1935
Douglas	MO	17	17	7.1	23.3	1413	1447
Dunklin	MO	60	20.5	9.6	13.6	2397	2392
Franklin	MO	107	8.4	5.4	16.5	6474	4364
Gasconade	MO	30	9.7	7.3	10.7	1660	2036
Gentry	MO	13	11.3	1.4	-1111.1	780	1095
Greene	MO	372	12.5	7.3	14.1	9313	7238
Grundy	MO	24	14.2	3.4	12.3	1288	1568
Harrison	MO	12	13.3	6.7	15	994	1294
Henry	MO	32	13.3	6.3	12.7	2580	2987
Hickory	MO	23	16.2	7.7	13.5	729	1372
Holt	MO	11	11.8		-1111.1	510	751
Howard	MO	21	11.8	9.9	14.9	1130	1137
